32 :  SCF Done:  E(UM062X) =  -2623.47363843     A.U. after   12 cycles
33 :  SCF Done:  E(UM062X) =  -2623.43751914     A.U. after   15 cycles
27 :  SCF Done:  E(UM062X) =  -2623.47482605     A.U. after    8 cycles
11 :  SCF Done:  E(UM062X) =  -2623.50012916     A.U. after    8 cycles
28 :  SCF Done:  E(UM062X) =  -2623.47451022     A.U. after    7 cycles
31 :  SCF Done:  E(UM062X) =  -2623.46649610     A.U. after   14 cycles
30 :  SCF Done:  E(UM062X) =  -2623.47318573     A.U. after    8 cycles
13 :  SCF Done:  E(UM062X) =  -2623.49855829     A.U. after    8 cycles
